,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
14657,-117.32,33.15,15.0,13245.0,2212.0,5495.0,2060.0,5.4904,NEAR_OCEAN,6.429611650485437,0.16700641751604378,2.6674757281553396,262100.0
5421,-118.3,33.74,20.0,2625.0,673.0,1184.0,606.0,3.9167,NEAR_OCEAN,4.3316831683168315,0.2563809523809524,1.953795379537954,285200.0
14712,-117.35,33.21,18.0,2971.0,606.0,2051.0,493.0,2.675,NEAR_OCEAN,6.0263691683569975,0.20397172669134972,4.1602434077079105,117100.0
8581,-118.8,34.15,9.0,1143.0,179.0,647.0,180.0,6.8474,NEAR_OCEAN,6.35,0.15660542432195976,3.5944444444444446,356700.0
836,-122.08,37.58,16.0,3349.0,544.0,2003.0,488.0,6.0074,NEAR_BAY,6.862704918032787,0.16243654822335024,4.104508196721311,236500.0
7180,-118.21,33.93,39.0,354.0,73.0,184.0,58.0,2.7679,1H_OCEAN,6.103448275862069,0.2062146892655367,3.1724137931034484,108900.0
16536,-120.42,34.95,52.0,1391.0,287.0,632.0,276.0,1.7431,1H_OCEAN,5.0398550724637685,0.20632638389647737,2.289855072463768,131500.0
16511,-120.45,34.87,4.0,1533.0,221.0,545.0,191.0,7.5696,1H_OCEAN,8.026178010471204,0.1441617742987606,2.8534031413612566,328700.0
2533,-124.15,40.8,47.0,1486.0,335.0,765.0,329.0,1.755,NEAR_OCEAN,4.5167173252279635,0.22543741588156124,2.325227963525836,74100.0
16621,-120.47,34.63,23.0,2441.0,463.0,1392.0,434.0,3.7917,NEAR_OCEAN,5.624423963133641,0.1896763621466612,3.207373271889401,142200.0
11403,-117.49,34.02,21.0,3736.0,738.0,2021.0,640.0,4.4545,INLAND,5.8375,0.1975374732334047,3.1578125,142400.0
7240,-118.21,33.91,26.0,2422.0,632.0,2601.0,583.0,1.7824,1H_OCEAN,4.154373927958834,0.26094137076796037,4.461406518010292,110200.0
223,-122.21,37.8,52.0,3519.0,711.0,1883.0,706.0,3.4861,NEAR_BAY,4.984419263456091,0.2020460358056266,2.6671388101983005,187100.0
1519,-122.05,37.87,30.0,2296.0,329.0,847.0,322.0,6.7192,NEAR_BAY,7.130434782608695,0.14329268292682926,2.630434782608696,397500.0
9705,-117.95,33.88,34.0,1939.0,355.0,817.0,314.0,3.6705,1H_OCEAN,6.17515923566879,0.18308406395048996,2.6019108280254777,275000.0
10993,-118.0,33.77,28.0,2401.0,503.0,1155.0,456.0,3.5139,1H_OCEAN,5.265350877192983,0.2094960433152853,2.5328947368421053,211700.0
8691,-117.89,34.49,12.0,3449.0,598.0,1502.0,540.0,3.7043,INLAND,6.387037037037037,0.1733835894462163,2.7814814814814817,150800.0
8574,-118.6,34.09,43.0,2228.0,438.0,960.0,395.0,7.6091,1H_OCEAN,5.640506329113924,0.19658886894075403,2.430379746835443,438500.0
3814,-118.46,34.18,33.0,1791.0,386.0,844.0,397.0,4.5081,1H_OCEAN,4.511335012594459,0.21552205471803462,2.1259445843828715,251400.0
6105,-117.75,34.06,44.0,477.0,135.0,502.0,117.0,2.0156,INLAND,4.076923076923077,0.2830188679245283,4.2905982905982905,112500.0
5428,-118.29,33.73,30.0,3161.0,,1865.0,771.0,2.7139,NEAR_OCEAN,4.099870298313878,,2.4189364461738,231700.0
14850,-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5.0346,1H_OCEAN,6.342696629213483,0.1753764393268379,4.258426966292135,174600.0
19128,-120.28,38.07,13.0,1996.0,410.0,618.0,218.0,2.9083,INLAND,9.155963302752294,0.20541082164328658,2.834862385321101,104600.0
13146,-117.2,34.04,24.0,1587.0,222.0,676.0,234.0,6.0715,INLAND,6.782051282051282,0.13988657844990549,2.888888888888889,173400.0
12091,-121.38,38.55,26.0,1532.0,264.0,781.0,285.0,4.6944,INLAND,5.375438596491228,0.17232375979112272,2.7403508771929825,130900.0
14135,-117.06,32.57,25.0,1268.0,282.0,991.0,299.0,3.0284,NEAR_OCEAN,4.240802675585284,0.222397476340694,3.31438127090301,123600.0
10048,-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6.1863,1H_OCEAN,7.317494600431965,0.14521841794569068,2.697624190064795,355600.0
12753,-117.65,34.03,15.0,4420.0,903.0,2373.0,858.0,3.449,INLAND,5.151515151515151,0.20429864253393665,2.765734265734266,149100.0
9301,-121.13,36.21,30.0,1484.0,414.0,1200.0,351.0,1.7548,1H_OCEAN,4.227920227920228,0.27897574123989216,3.4188034188034186,95800.0
678,-122.12,37.71,38.0,1164.0,284.0,632.0,289.0,3.0345,NEAR_BAY,4.027681660899654,0.24398625429553264,2.1868512110726646,152100.0
15171,-122.41,37.75,52.0,1057.0,276.0,837.0,292.0,2.4531,NEAR_BAY,3.6198630136986303,0.261116367076632,2.8664383561643834,229000.0
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,NEAR_BAY,2.490322580645161,0.42487046632124353,2.232258064516129,137500.0
16611,-120.45,34.64,34.0,2571.0,499.0,1105.0,451.0,3.7778,NEAR_OCEAN,5.700665188470066,0.1940879035394788,2.450110864745011,150000.0
306,-122.18,37.77,52.0,2744.0,547.0,1479.0,554.0,2.2768,NEAR_BAY,4.953068592057762,0.19934402332361517,2.6696750902527078,96200.0
8241,-118.35,33.88,44.0,822.0,180.0,480.0,177.0,4.4,1H_OCEAN,4.6440677966101696,0.21897810218978103,2.711864406779661,225800.0
19575,-121.72,38.54,16.0,2790.0,624.0,1386.0,636.0,3.1908,INLAND,4.386792452830188,0.22365591397849463,2.1792452830188678,194300.0
17379,-122.1,37.39,36.0,1860.0,367.0,794.0,366.0,5.0871,NEAR_BAY,5.081967213114754,0.19731182795698926,2.169398907103825,354500.0
9221,-121.62,36.67,45.0,1827.0,408.0,1507.0,410.0,2.8942,1H_OCEAN,4.45609756097561,0.2233169129720854,3.675609756097561,129000.0
5369,-118.29,33.79,16.0,1867.0,571.0,951.0,498.0,3.3427,1H_OCEAN,3.748995983935743,0.30583824317086233,1.9096385542168675,154200.0
12160,-121.37,38.63,30.0,5996.0,1018.0,2532.0,1049.0,4.6127,INLAND,5.715919923736892,0.16977985323549033,2.4137273593898954,151800.0
18840,-122.95,40.67,17.0,1498.0,331.0,574.0,242.0,2.0268,INLAND,6.190082644628099,0.22096128170894527,2.371900826446281,94200.0
433,-122.29,37.88,52.0,1650.0,395.0,841.0,380.0,3.556,NEAR_BAY,4.342105263157895,0.23939393939393938,2.213157894736842,179300.0
10871,-117.98,33.72,28.0,3109.0,561.0,1891.0,562.0,5.2655,1H_OCEAN,5.532028469750889,0.1804438726278546,3.3647686832740216,243100.0
15398,-122.5,37.74,44.0,2374.0,496.0,1087.0,426.0,3.5,NEAR_OCEAN,5.572769953051643,0.20893007582139847,2.551643192488263,275700.0
12876,-117.37,34.13,12.0,1893.0,493.0,1054.0,389.0,2.3456,INLAND,4.866323907455013,0.26043317485472794,2.709511568123393,140800.0
11261,-120.93,39.96,15.0,1666.0,351.0,816.0,316.0,2.9559,INLAND,5.272151898734177,0.21068427370948378,2.5822784810126582,118800.0
15779,-121.13,37.74,28.0,409.0,104.0,244.0,98.0,3.4643,INLAND,4.173469387755102,0.254278728606357,2.489795918367347,90900.0
15277,-122.46,37.75,26.0,2192.0,438.0,954.0,456.0,4.5352,NEAR_BAY,4.807017543859649,0.19981751824817517,2.0921052631578947,374200.0
12752,-117.66,34.02,11.0,3358.0,504.0,1690.0,482.0,6.7544,INLAND,6.966804979253112,0.15008933889219775,3.5062240663900415,207900.0
16047,-122.48,37.69,42.0,2993.0,512.0,1594.0,546.0,4.4821,NEAR_OCEAN,5.481684981684982,0.17106582024724357,2.9194139194139193,252400.0
483,-122.26,37.86,35.0,5161.0,1744.0,3276.0,1742.0,1.6307,NEAR_BAY,2.962686567164179,0.3379190079441969,1.8805970149253732,253600.0
4014,-118.45,34.14,33.0,1741.0,274.0,588.0,267.0,7.9625,1H_OCEAN,6.520599250936329,0.15738081562320505,2.202247191011236,490800.0
18541,-120.99,37.66,30.0,1718.0,395.0,914.0,400.0,1.933,INLAND,4.295,0.229918509895227,2.285,107000.0
6013,-117.95,34.03,33.0,1453.0,326.0,1609.0,319.0,3.7578,1H_OCEAN,4.554858934169279,0.22436338609772882,5.043887147335423,155800.0
4213,-118.29,34.09,29.0,2240.0,792.0,2254.0,739.0,2.3317,1H_OCEAN,3.031123139377537,0.3535714285714286,3.0500676589986466,172500.0
18518,-120.97,37.69,15.0,4065.0,841.0,1986.0,680.0,3.072,INLAND,5.977941176470588,0.2068880688806888,2.9205882352941175,114300.0
16160,-122.38,37.59,49.0,1657.0,266.0,613.0,270.0,5.7837,NEAR_OCEAN,6.137037037037037,0.16053108026554014,2.27037037037037,378100.0
9797,-117.78,33.86,16.0,3471.0,708.0,1769.0,691.0,4.1064,1H_OCEAN,5.0231548480463095,0.20397579948141745,2.5600578871201156,246100.0
2158,-120.0,36.7,33.0,1902.0,370.0,1168.0,358.0,2.6852,INLAND,5.312849162011173,0.19453207150368035,3.2625698324022347,70800.0
6346,-118.1,34.17,48.0,1111.0,229.0,421.0,202.0,3.2813,INLAND,5.5,0.20612061206120613,2.0841584158415842,268100.0
11131,-120.15,39.15,25.0,1669.0,348.0,163.0,78.0,5.75,INLAND,21.397435897435898,0.2085080886758538,2.08974358974359,176600.0
13789,-117.24,32.74,44.0,1686.0,285.0,712.0,298.0,4.0268,NEAR_OCEAN,5.657718120805369,0.16903914590747332,2.389261744966443,298600.0
9545,-121.05,39.23,20.0,1634.0,374.0,1053.0,390.0,1.5313,INLAND,4.18974358974359,0.22888616891064872,2.7,154900.0
3931,-118.58,34.2,35.0,1558.0,267.0,793.0,249.0,5.1463,1H_OCEAN,6.257028112449799,0.17137355584082156,3.1847389558232932,220200.0
13296,-115.75,35.23,5.0,208.0,78.0,132.0,56.0,2.5333,INLAND,3.7142857142857144,0.375,2.357142857142857,75000.0
18020,-122.03,38.25,35.0,1940.0,384.0,1177.0,403.0,3.1389,INLAND,4.813895781637717,0.1979381443298969,2.9205955334987594,101100.0
15585,-121.34,38.01,17.0,2033.0,452.0,1114.0,446.0,3.2872,INLAND,4.558295964125561,0.22233152975897688,2.497757847533632,175000.0
6707,-118.06,33.97,37.0,1645.0,308.0,1077.0,320.0,4.3203,1H_OCEAN,5.140625,0.18723404255319148,3.365625,159200.0
8599,-118.09,34.7,6.0,4558.0,804.0,1543.0,563.0,2.8548,INLAND,8.095914742451155,0.1763931548924967,2.7406749555950265,138500.0
8901,-122.54,37.93,43.0,2998.0,470.0,970.0,430.0,5.5385,NEAR_BAY,6.972093023255814,0.15677118078719146,2.255813953488372,431800.0
2621,-124.1,40.5,42.0,2380.0,553.0,1300.0,504.0,1.7574,1H_OCEAN,4.722222222222222,0.2323529411764706,2.5793650793650795,57500.0
16093,-122.46,37.65,16.0,8676.0,1633.0,5130.0,1574.0,4.8096,NEAR_OCEAN,5.512071156289708,0.18822037805440295,3.2592121982210926,262000.0
11382,-117.43,34.02,33.0,3084.0,570.0,1753.0,449.0,3.05,INLAND,6.868596881959911,0.18482490272373542,3.9042316258351892,97800.0
11216,-121.22,38.92,19.0,2531.0,461.0,1206.0,429.0,4.4958,INLAND,5.8997668997669,0.18214144606874752,2.8111888111888113,192600.0
5501,-118.25,34.17,52.0,1532.0,292.0,631.0,275.0,5.1242,1H_OCEAN,5.570909090909091,0.1906005221932115,2.2945454545454544,372900.0
19136,-120.28,38.03,13.0,2095.0,391.0,860.0,331.0,3.6838,INLAND,6.329305135951661,0.18663484486873508,2.598187311178248,145700.0
2364,-119.21,37.25,44.0,3042.0,697.0,335.0,115.0,4.1838,INLAND,26.452173913043477,0.22912557527942143,2.9130434782608696,85600.0
12471,-121.28,38.6,25.0,1122.0,198.0,564.0,213.0,3.1654,INLAND,5.267605633802817,0.17647058823529413,2.647887323943662,111600.0
16311,-122.21,37.48,20.0,505.0,216.0,326.0,216.0,2.9286,NEAR_BAY,2.337962962962963,0.4277227722772277,1.5092592592592593,237500.0
7777,-118.18,33.82,43.0,284.0,65.0,167.0,68.0,4.25,NEAR_OCEAN,4.176470588235294,0.22887323943661972,2.4558823529411766,207500.0
8187,-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,1H_OCEAN,3.5019059720457433,0.3113207547169811,2.2947903430749683,207800.0
8209,-118.32,33.89,45.0,1928.0,453.0,1323.0,458.0,4.2813,1H_OCEAN,4.209606986899563,0.2349585062240664,2.888646288209607,210100.0
18835,-122.96,40.77,29.0,1637.0,297.0,753.0,270.0,3.2891,INLAND,6.062962962962963,0.18142944410507025,2.7888888888888888,93100.0
3857,-118.56,34.21,13.0,8327.0,1849.0,4126.0,1773.0,3.7313,1H_OCEAN,4.696559503666102,0.22204875705536206,2.327129159616469,189800.0
18377,-122.97,38.53,48.0,3939.0,860.0,1257.0,571.0,2.1165,1H_OCEAN,6.898423817863398,0.21832952526021834,2.2014010507880912,98700.0
16349,-122.12,37.48,36.0,880.0,177.0,795.0,188.0,3.8194,NEAR_BAY,4.680851063829787,0.20113636363636364,4.2287234042553195,159400.0
16804,-121.93,37.27,35.0,1855.0,345.0,985.0,329.0,6.0196,1H_OCEAN,5.638297872340425,0.18598382749326145,2.9939209726443767,255100.0
4606,-118.37,34.05,52.0,2346.0,437.0,1121.0,400.0,4.0583,1H_OCEAN,5.865,0.18627450980392157,2.8025,444300.0
19048,-119.35,36.19,6.0,958.0,226.0,734.0,230.0,1.0349,INLAND,4.165217391304348,0.2359081419624217,3.1913043478260867,67800.0
5140,-118.46,34.04,17.0,2729.0,897.0,1404.0,758.0,3.1235,1H_OCEAN,3.600263852242744,0.32869182850861123,1.8522427440633245,420800.0
19171,-120.4,37.92,22.0,1022.0,194.0,517.0,198.0,3.625,INLAND,5.161616161616162,0.1898238747553816,2.611111111111111,99400.0
9600,-120.21,39.35,7.0,914.0,159.0,85.0,34.0,4.7917,INLAND,26.88235294117647,0.1739606126914661,2.5,187500.0
1152,-121.55,39.51,48.0,827.0,198.0,396.0,161.0,0.8024,INLAND,5.136645962732919,0.23941958887545345,2.459627329192547,58300.0
19447,-118.88,34.2,23.0,4862.0,597.0,1938.0,594.0,7.3409,1H_OCEAN,8.185185185185185,0.1227889757301522,3.2626262626262625,316000.0
10917,-118.01,33.7,24.0,3856.0,567.0,1741.0,588.0,7.248,1H_OCEAN,6.557823129251701,0.1470435684647303,2.9608843537414966,302700.0
2701,-115.57,32.8,33.0,1192.0,213.0,1066.0,211.0,4.5714,INLAND,5.649289099526066,0.17869127516778524,5.052132701421801,68600.0
10677,-117.99,33.8,18.0,383.0,94.0,487.0,98.0,3.975,1H_OCEAN,3.9081632653061225,0.2454308093994778,4.969387755102041,162500.0
6642,-118.1,33.99,35.0,1326.0,272.0,933.0,267.0,3.4306,1H_OCEAN,4.966292134831461,0.20512820512820512,3.49438202247191,162500.0
539,-122.25,37.77,52.0,2156.0,458.0,872.0,445.0,3.2685,NEAR_BAY,4.844943820224719,0.212430426716141,1.9595505617977529,254200.0
18078,-121.99,38.34,13.0,3252.0,610.0,1915.0,631.0,4.2137,INLAND,5.1537242472266245,0.1875768757687577,3.03486529318542,151700.0
6233,-118.0,34.1,34.0,2249.0,460.0,1544.0,441.0,3.4005,INLAND,5.099773242630386,0.20453534904401957,3.5011337868480727,176300.0
10039,-117.7,33.68,29.0,5650.0,1084.0,3985.0,1056.0,2.8192,1H_OCEAN,5.350378787878788,0.19185840707964602,3.773674242424242,162500.0
1639,-122.25,38.03,15.0,3338.0,532.0,1834.0,520.0,5.6293,NEAR_BAY,6.4192307692307695,0.15937687237866988,3.526923076923077,197600.0
294,-122.17,37.77,31.0,2424.0,533.0,1360.0,452.0,1.871,NEAR_BAY,5.3628318584070795,0.2198844884488449,3.0088495575221237,90700.0
13582,-117.06,32.75,34.0,2516.0,611.0,1317.0,594.0,2.2308,NEAR_OCEAN,4.235690235690235,0.24284578696343403,2.217171717171717,125900.0
8514,-118.47,34.01,44.0,2017.0,343.0,958.0,382.0,6.1014,1H_OCEAN,5.280104712041885,0.1700545364402578,2.507853403141361,480100.0
6825,-118.03,33.91,35.0,2323.0,406.0,1741.0,398.0,4.2437,1H_OCEAN,5.836683417085427,0.17477399913904434,4.374371859296482,164100.0
1471,-122.05,37.95,27.0,3513.0,791.0,1875.0,694.0,3.1838,NEAR_BAY,5.061959654178675,0.22516367776828922,2.701729106628242,182000.0
10191,-117.83,33.66,4.0,1011.0,198.0,511.0,198.0,7.9217,1H_OCEAN,5.106060606060606,0.19584569732937684,2.580808080808081,296200.0
18580,-120.96,37.64,41.0,1467.0,328.0,673.0,310.0,2.7917,INLAND,4.732258064516129,0.22358554873892297,2.170967741935484,90700.0
15717,-121.29,38.14,34.0,2770.0,544.0,1409.0,535.0,3.2338,INLAND,5.177570093457944,0.1963898916967509,2.633644859813084,101800.0
7636,-118.08,33.82,26.0,4259.0,588.0,1644.0,581.0,6.2519,1H_OCEAN,7.330464716006885,0.13806057760037568,2.82960413080895,345700.0
15132,-122.44,37.75,46.0,1519.0,291.0,573.0,289.0,4.2667,NEAR_BAY,5.256055363321799,0.19157340355497038,1.9826989619377162,338800.0
19264,-119.25,34.28,36.0,1530.0,341.0,703.0,317.0,3.5819,NEAR_OCEAN,4.826498422712934,0.22287581699346407,2.217665615141956,231900.0
7093,-118.25,33.96,48.0,1052.0,234.0,793.0,216.0,1.6585,1H_OCEAN,4.87037037037037,0.2224334600760456,3.6712962962962963,92900.0
6740,-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647,1H_OCEAN,4.109677419354838,0.24699110413396128,3.0258064516129033,163000.0
1067,-121.82,39.73,44.0,2923.0,659.0,1371.0,626.0,2.2925,INLAND,4.669329073482428,0.2254533014026685,2.1900958466453675,85800.0
7363,-118.22,33.83,42.0,1370.0,299.0,1018.0,328.0,4.4474,1H_OCEAN,4.176829268292683,0.21824817518248174,3.1036585365853657,160200.0
14518,-116.92,32.84,16.0,4675.0,834.0,2188.0,817.0,4.6674,1H_OCEAN,5.722154222766218,0.1783957219251337,2.6780905752753976,178000.0
2208,-119.8,36.86,7.0,6434.0,1201.0,2733.0,1045.0,3.7656,INLAND,6.156937799043062,0.18666459434255517,2.615311004784689,145000.0
372,-122.16,37.75,44.0,617.0,131.0,378.0,135.0,2.5568,NEAR_BAY,4.57037037037037,0.21231766612641814,2.8,111100.0
11653,-116.93,33.73,13.0,3603.0,573.0,1644.0,515.0,4.0433,INLAND,6.996116504854369,0.15903413821815154,3.1922330097087377,132300.0
19028,-118.54,36.12,11.0,4103.0,882.0,356.0,171.0,2.1029,INLAND,23.994152046783626,0.2149646600048745,2.08187134502924,99100.0
16597,-120.45,34.64,40.0,1051.0,235.0,574.0,201.0,2.0865,NEAR_OCEAN,5.2288557213930345,0.22359657469077068,2.855721393034826,111500.0
12682,-117.65,34.09,33.0,2446.0,396.0,1209.0,412.0,4.3958,INLAND,5.936893203883495,0.16189697465249386,2.9344660194174756,145600.0
14915,-117.09,33.12,11.0,567.0,184.0,620.0,163.0,2.5284,1H_OCEAN,3.478527607361963,0.32451499118165783,3.803680981595092,122500.0
6446,-118.07,34.13,27.0,3787.0,913.0,1992.0,853.0,3.301,INLAND,4.439624853458382,0.24108793240031687,2.335287221570926,251200.0
1704,-122.34,37.97,19.0,392.0,109.0,287.0,81.0,6.0426,NEAR_BAY,4.839506172839506,0.2780612244897959,3.54320987654321,110000.0
17288,-122.04,37.37,23.0,5135.0,911.0,2351.0,863.0,5.2319,1H_OCEAN,5.950173812282735,0.1774099318403116,2.724217844727694,430100.0
2792,-119.02,35.41,31.0,2348.0,701.0,1413.0,611.0,1.3222,INLAND,3.8428805237315875,0.2985519591141397,2.3126022913256956,51400.0
16928,-121.8,37.35,17.0,2529.0,423.0,1756.0,429.0,5.1017,1H_OCEAN,5.895104895104895,0.16725978647686832,4.093240093240094,240700.0
284,-122.17,37.77,30.0,3326.0,746.0,1704.0,703.0,2.875,NEAR_BAY,4.731152204836415,0.2242934455802766,2.4238975817923185,135300.0
11142,-120.04,39.24,30.0,2369.0,469.0,510.0,213.0,2.65,INLAND,11.12206572769953,0.19797382861967075,2.3943661971830985,123800.0
11481,-117.58,33.87,30.0,701.0,131.0,356.0,125.0,3.2917,INLAND,5.608,0.18687589158345222,2.848,144300.0
2251,-119.78,36.78,31.0,2164.0,456.0,959.0,463.0,2.3293,INLAND,4.673866090712743,0.21072088724584104,2.0712742980561556,73400.0
16364,-122.16,37.45,50.0,196.0,41.0,76.0,42.0,7.6129,NEAR_BAY,4.666666666666667,0.20918367346938777,1.8095238095238095,412500.0
18603,-121.01,37.62,35.0,2074.0,477.0,1687.0,431.0,2.0885,INLAND,4.812064965197216,0.22999035679845709,3.91415313225058,73700.0
3551,-118.52,34.22,21.0,4617.0,1101.0,2891.0,1031.0,3.2289,1H_OCEAN,4.478176527643065,0.23846653671215073,2.8040737148399613,318100.0
12898,-117.36,34.1,29.0,2819.0,637.0,1683.0,608.0,2.3205,INLAND,4.636513157894737,0.2259666548421426,2.768092105263158,87600.0
12209,-121.45,38.62,37.0,1534.0,315.0,1147.0,322.0,2.5643,INLAND,4.763975155279503,0.20534550195567144,3.562111801242236,59800.0
14775,-117.23,33.22,18.0,2334.0,573.0,962.0,557.0,1.808,1H_OCEAN,4.190305206463195,0.2455012853470437,1.727109515260323,97000.0
17541,-121.57,36.98,14.0,5231.0,817.0,2634.0,799.0,4.9702,INLAND,6.546933667083855,0.1561842859873829,3.2966207759699624,279800.0
18983,-119.33,36.31,17.0,2401.0,409.0,1100.0,409.0,4.0577,INLAND,5.87041564792176,0.17034568929612662,2.6894865525672373,107300.0
11806,-116.37,33.69,7.0,8806.0,1542.0,858.0,448.0,7.8005,INLAND,19.65625,0.17510788099023394,1.9151785714285714,318100.0
15342,-122.48,37.76,52.0,3260.0,653.0,1594.0,632.0,4.4094,NEAR_BAY,5.158227848101266,0.20030674846625768,2.5221518987341773,336100.0
16184,-122.32,37.57,52.0,499.0,148.0,318.0,145.0,2.9934,NEAR_OCEAN,3.4413793103448276,0.2965931863727455,2.193103448275862,256300.0
9254,-121.69,36.81,18.0,2837.0,522.0,1454.0,458.0,4.5272,1H_OCEAN,6.1943231441048034,0.1839971801198449,3.1746724890829694,221000.0
2732,-115.52,32.67,6.0,2804.0,581.0,2807.0,594.0,2.0625,INLAND,4.720538720538721,0.2072039942938659,4.725589225589226,67700.0
1288,-121.81,38.0,37.0,2724.0,579.0,1400.0,540.0,2.905,INLAND,5.044444444444444,0.21255506607929514,2.5925925925925926,97300.0
13730,-117.15,32.7,52.0,458.0,148.0,1283.0,166.0,1.2863,NEAR_OCEAN,2.7590361445783134,0.3231441048034934,7.728915662650603,86300.0
6648,-118.08,33.99,38.0,1683.0,328.0,1369.0,339.0,3.6196,1H_OCEAN,4.964601769911504,0.1948900772430184,4.038348082595871,170700.0
5811,-117.76,34.04,34.0,1914.0,,1564.0,328.0,2.8347,INLAND,5.835365853658536,,4.7682926829268295,115800.0
13237,-117.2,34.48,7.0,4998.0,953.0,2764.0,891.0,3.205,INLAND,5.609427609427609,0.1906762705082033,3.102132435465769,101900.0
6104,-117.75,34.05,37.0,378.0,92.0,503.0,103.0,2.1908,INLAND,3.6699029126213594,0.24338624338624337,4.883495145631068,94600.0
14164,-117.08,32.57,9.0,6298.0,1512.0,4451.0,1456.0,2.569,NEAR_OCEAN,4.325549450549451,0.24007621467132423,3.0570054945054945,88300.0
16202,-122.3,37.53,40.0,1833.0,308.0,751.0,306.0,6.0,NEAR_OCEAN,5.990196078431373,0.16803055100927441,2.454248366013072,384200.0
18855,-123.17,40.31,36.0,98.0,28.0,18.0,8.0,0.536,INLAND,12.25,0.2857142857142857,2.25,14999.0
4368,-118.18,34.08,35.0,2226.0,602.0,2230.0,549.0,2.9167,1H_OCEAN,4.054644808743169,0.27044025157232704,4.061930783242259,129300.0
17557,-122.03,37.18,10.0,212.0,38.0,78.0,21.0,6.0622,1H_OCEAN,10.095238095238095,0.1792452830188679,3.7142857142857144,390000.0
7904,-118.16,33.78,33.0,2048.0,585.0,2074.0,597.0,2.0156,NEAR_OCEAN,3.4304857621440537,0.28564453125,3.474036850921273,152700.0
14031,-117.19,32.77,16.0,3273.0,670.0,1305.0,671.0,4.1368,NEAR_OCEAN,4.87779433681073,0.20470516345860068,1.9448584202682564,151000.0
2324,-119.69,36.79,15.0,2524.0,451.0,1207.0,424.0,2.7404,INLAND,5.952830188679245,0.17868462757527734,2.8466981132075473,76300.0
18228,-122.65,38.37,15.0,1848.0,280.0,786.0,282.0,5.7204,1H_OCEAN,6.553191489361702,0.15151515151515152,2.7872340425531914,344100.0
6884,-118.19,34.04,39.0,1074.0,323.0,1613.0,308.0,2.3015,1H_OCEAN,3.487012987012987,0.30074487895716945,5.237012987012987,131700.0
5882,-117.9,34.11,23.0,4776.0,1316.0,4797.0,1187.0,2.1667,1H_OCEAN,4.023588879528222,0.27554438860971525,4.041280539174389,142600.0
16880,-121.82,37.33,23.0,3279.0,647.0,2582.0,630.0,4.3782,1H_OCEAN,5.204761904761905,0.1973162549557792,4.098412698412698,175800.0
19419,-118.85,34.14,24.0,1999.0,244.0,759.0,247.0,8.7657,1H_OCEAN,8.093117408906883,0.12206103051525763,3.0728744939271255,366300.0
19272,-119.29,34.29,33.0,3854.0,982.0,1835.0,894.0,3.5294,NEAR_OCEAN,4.31096196868009,0.25480020757654387,2.052572706935123,323900.0
2303,-119.72,36.82,15.0,946.0,239.0,550.0,246.0,2.2639,INLAND,3.845528455284553,0.2526427061310782,2.2357723577235773,52500.0
17341,-122.06,37.38,21.0,1798.0,399.0,837.0,410.0,5.6999,NEAR_BAY,4.385365853658537,0.22191323692992213,2.0414634146341464,470000.0
12329,-121.31,38.64,19.0,5407.0,838.0,1927.0,804.0,4.6302,INLAND,6.725124378109452,0.15498427963750694,2.396766169154229,195400.0
17135,-121.97,37.32,19.0,4620.0,1404.0,2672.0,1308.0,3.699,1H_OCEAN,3.532110091743119,0.3038961038961039,2.0428134556574924,237500.0
12646,-117.66,34.15,20.0,2524.0,311.0,965.0,285.0,8.0103,INLAND,8.856140350877194,0.12321711568938193,3.3859649122807016,395500.0
12623,-117.71,34.04,20.0,1950.0,310.0,1054.0,312.0,4.625,INLAND,6.25,0.15897435897435896,3.378205128205128,222100.0
9166,-120.87,37.07,26.0,2036.0,401.0,1343.0,414.0,3.6331,INLAND,4.917874396135265,0.1969548133595285,3.243961352657005,88600.0
2968,-119.04,35.31,11.0,2161.0,371.0,1267.0,388.0,4.1957,INLAND,5.569587628865979,0.17167977788061084,3.265463917525773,92700.0
5684,-117.8,34.15,14.0,7876.0,1253.0,3699.0,1162.0,5.5423,INLAND,6.7779690189328745,0.1590909090909091,3.183304647160069,248700.0
18308,-122.75,38.46,16.0,2653.0,606.0,1693.0,586.0,2.6384,1H_OCEAN,4.527303754266212,0.2284206558612891,2.8890784982935154,146900.0
19041,-119.32,36.2,15.0,1562.0,275.0,961.0,287.0,3.4231,INLAND,5.442508710801394,0.176056338028169,3.3484320557491287,83300.0
11211,-121.19,38.85,8.0,4114.0,710.0,2268.0,716.0,4.4085,INLAND,5.745810055865922,0.17258142926592124,3.1675977653631286,139400.0
2248,-119.79,36.8,27.0,2462.0,484.0,852.0,449.0,3.32,INLAND,5.4832962138084635,0.1965881397238018,1.8975501113585747,124700.0
14142,-117.04,32.55,15.0,2206.0,648.0,2511.0,648.0,1.6348,NEAR_OCEAN,3.404320987654321,0.2937443336355394,3.875,93200.0
13763,-117.22,32.75,26.0,617.0,112.0,251.0,110.0,3.8036,NEAR_OCEAN,5.609090909090909,0.18152350081037277,2.2818181818181817,162000.0
